tempo,posizione,velocita,input
1.651965196519651968e+01,2.500671997499999150e-03,3.784356448876397862e-03,1.942685153632245365e-01
1.652165216521652269e+01,2.506751698320266401e-03,1.748723056365599025e-03,-1.811287357956608002e+00
1.652365236523652214e+01,2.508865856644408067e-03,1.472723990016730489e-03,1.737049492822237085e+00
1.652565256525652515e+01,2.514044082899158893e-03,3.156549179116987548e-03,2.391656576010305901e-01
1.652765276527652816e+01,2.520245788948302038e-03,2.925651192050543470e-03,-6.836191713446723717e-02
1.652965296529653116e+01,2.524970906138994213e-03,1.535025736538604387e-03,-9.548299967243224495e-01
1.653165316531653062e+01,2.527439149275048733e-03,1.761584004301223723e-03,1.553507668111949958e+00
1.653365336533653362e+01,2.532811974328461491e-03,3.287839186651924685e-03,3.725427891147894410e-01
1.653565356535653663e+01,2.539473739424727167e-03,3.168276494172039912e-03,-1.102882412739973894e-01
1.653765376537653609e+01,2.544767443092892968e-03,1.967221229750534470e-03,-7.350563874496133243e-01
1.653965396539653909e+01,2.547031181660719835e-03,3.207849087740071207e-04,-5.450922735362465632e-01
1.654165416541654210e+01,2.546028353185153525e-03,-1.399240343075446470e-03,-8.468440077516662390e-01
1.654365436543654511e+01,2.541997385900646774e-03,-2.211625038831756436e-03,3.167821495511825569e-01
1.654565456545654456e+01,2.537922636987247418e-03,-1.868552561087178125e-03,3.349390248245298074e-01
1.654765476547654757e+01,2.534341591895162508e-03,-1.806698467055797711e-03,4.047728514708254233e-02
1.654965496549655057e+01,2.530018485460216061e-03,-2.738314686779647848e-03,-6.459628972511010092e-01
1.655165516551655003e+01,2.524549999426109644e-03,-1.947932282620033805e-03,1.754617112388091815e+00
1.655365536553655303e+01,2.523254168786172487e-03,3.425467632507114900e-04,8.850189918572367587e-01
1.655565556555655604e+01,2.525437668591262383e-03,1.894714910675607440e-03,1.064076429670471891e+00
1.655765576557655905e+01,2.529834762794570466e-03,1.925097686686071466e-03,-6.748930445394814015e-01
1.655965596559655850e+01,2.533123164195676125e-03,1.933971964660410837e-03,1.077109632812427664e+00
1.656165616561656151e+01,2.538073560698995979e-03,2.682124306427116460e-03,6.438193085471088928e-02
1.656365636563656452e+01,2.543301198285350360e-03,2.622565432862205160e-03,2.988805448113434071e-01
